table,column,human_name,data_type,is_nullable,char_length,used_w1,total_w1,pct_w1,grade_w1,used_w2,total_w2,pct_w2,grade_w2,used_all,total_all,pct_all,grade_all,distinct_non_empty_all,description_short,description_long,date_filter,notes
Shows_Classes,IsWorkingClass,Is Working Class,decimal,YES,,137272,137306,99.98,10,303775,303775,100.00,10,441047,441081,99.99,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
Shows_Classes,IsOpenClass,Is Open Class,decimal,YES,,137272,137306,99.98,10,303775,303775,100.00,10,441047,441081,99.99,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
Shows_Classes,IsVeteranClass,Is Veteran Class,decimal,YES,,137272,137306,99.98,10,303775,303775,100.00,10,441047,441081,99.99,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
Shows_Classes,GenderID,Gender Id,decimal,YES,,137306,137306,100.00,10,303775,303775,100.00,10,441081,441081,100.00,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
Shows_Classes,BreedID,Breed Id,decimal,YES,,137306,137306,100.00,10,303775,303775,100.00,10,441081,441081,100.00,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"Likely maps to BreedsDB.BreedCode; verify per show. Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
Shows_Classes,ShowMainArenaID,Show Main Arena Id,decimal,YES,,137104,137306,99.85,10,0,303775,0.00,1,137104,441081,31.08,8,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
Shows_Classes,AwardIDClass,Award Idclass,decimal,YES,,0,137306,0.00,1,0,303775,0.00,1,0,441081,0.00,1,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
Shows_Classes,IsCouplesClass,Is Couples Class,decimal,YES,,1,137306,0.00,1,0,303775,0.00,1,1,441081,0.00,1,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
Shows_Classes,IsZezaimClass,Is Zezaim Class,decimal,YES,,1,137306,0.00,1,0,303775,0.00,1,1,441081,0.00,1,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
Shows_Classes,IsYoungDriverClass,Is Young Driver Class,decimal,YES,,1,137306,0.00,1,0,303775,0.00,1,1,441081,0.00,1,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
Shows_Classes,IsBgidulClass,Is Bgidul Class,decimal,YES,,1,137306,0.00,1,0,303775,0.00,1,1,441081,0.00,1,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES."
Shows_Classes,created_at,Created At,timestamp,YES,,137306,137306,100.00,10,303775,303775,100.00,10,441081,441081,100.00,10,,Creation timestamp of the record.,"Date/time the row was created. Used for windowing (W1/W2) when available. Ensure timezone consistency and non-nullability assumptions. Type: timestamp, Nullable: YES.",created_at,"Data type: timestamp, Nullable: YES. Primary candidate for windowing (W1/W2) if populated; otherwise fallback to other date columns."
Shows_Classes,updated_at,Updated At,timestamp,YES,,194,137306,0.14,1,303775,303775,100.00,9,303969,441081,68.91,9,,Last modification timestamp.,"Date/time when the row was last updated. Often nullable; not used for windowing. Useful for audit trails but not a presence indicator. Type: timestamp, Nullable: YES.",created_at,"Data type: timestamp, Nullable: YES."
Shows_Classes,deleted_at,Deleted At,timestamp,YES,,71,137306,0.05,1,77793,303775,25.61,5,77864,441081,17.65,4,,Soft delete timestamp.,"Nullable timestamp set when the row is soft-deleted. Presence here indicates deletion; absence does not imply use. Type: timestamp, Nullable: YES.",created_at,"Data type: timestamp, Nullable: YES. Soft-deletion flag; low usage does not imply irrelevance."
Shows_Dogs_DB,id,Id,bigint,NO,,12,12,100.00,10,23823,23823,100.00,10,66895,66895,100.00,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: bigint, Nullable: NO.",created_at,"Data type: bigint, Nullable: NO. Likely FK; confirm target table via relationship map."
Shows_Dogs_DB,DataID,Data Id,bigint,NO,,12,12,100.00,10,23823,23823,100.00,10,66895,66895,100.00,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: bigint, Nullable: NO.",created_at,"Data type: bigint, Nullable: NO."
Shows_Dogs_DB,ModificationDateTime,Modification Date Time,datetime,YES,,12,12,100.00,10,23823,23823,100.00,10,66895,66895,100.00,10,,Last modification timestamp.,"Date/time when the row was last updated. Often nullable; not used for windowing. Useful for audit trails but not a presence indicator. Type: datetime, Nullable: YES.",created_at,"Data type: datetime, Nullable: YES."
Shows_Dogs_DB,CreationDateTime,Creation Date Time,datetime,YES,,12,12,100.00,10,23823,23823,100.00,10,66895,66895,100.00,10,,Creation timestamp of the record.,"Date/time the row was created. Used for windowing (W1/W2) when available. Ensure timezone consistency and non-nullability assumptions. Type: datetime, Nullable: YES.",created_at,"Data type: datetime, Nullable: YES. Primary candidate for windowing (W1/W2) if populated; otherwise fallback to other date columns."
Shows_Dogs_DB,ShowID,Show Id,decimal,YES,,12,12,100.00,10,23823,23823,100.00,10,66895,66895,100.00,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
Shows_Dogs_DB,SagirID,Sagir Id,decimal,YES,,12,12,100.00,10,23823,23823,100.00,10,66895,66895,100.00,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"Dog primary key (non-standard pk); relates to DogsDB.SagirID. Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
Shows_Dogs_DB,GlobalSagirID,Global Sagir Id,varchar,YES,200,0,12,0.00,1,0,23823,0.00,1,43060,66895,64.37,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES. Likely FK; confirm target table via relationship map."
Shows_Dogs_DB,OrderID,Order Id,decimal,YES,,10,12,83.33,10,23823,23823,100.00,10,66893,66895,100.00,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
Shows_Dogs_DB,OwnerID,Owner Id,decimal,YES,,0,12,0.00,1,0,23823,0.00,1,0,66895,0.00,1,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
Shows_Dogs_DB,BirthDate,Birth Date,datetime,YES,,12,12,100.00,10,23823,23823,100.00,10,66895,66895,100.00,10,,Date/time value.,"Temporal field; confirm timezone and valid ranges. In legacy data some fields may be sparsely populated. Type: datetime, Nullable: YES.",created_at,"Data type: datetime, Nullable: YES."
Shows_Dogs_DB,BreedID,Breed Id,decimal,YES,,10,12,83.33,10,23823,23823,100.00,10,66893,66895,100.00,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"Breed mapping via BreedsDB.BreedCode (non-standard code FK). Prefer ShowBreedID → Shows_Breeds.DataID for per-show link when present. Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
Shows_Dogs_DB,SizeID,Size Id,decimal,YES,,6,12,50.00,9,8366,23823,35.12,8,51432,66895,76.88,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
Shows_Dogs_DB,GenderID,Gender Id,decimal,YES,,12,12,100.00,10,23823,23823,100.00,10,66895,66895,100.00,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
Shows_Dogs_DB,DogName,Dog Name,varchar,YES,200,11,12,91.67,10,21450,23823,90.04,10,64495,66895,96.41,10,,Name or label text.,"Human-readable name field. For bilingual columns (Hebrew/English), consider fallbacks and presentation rules in UI. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
Shows_Dogs_DB,ShowRegistrationID,Show Registration Id,decimal,YES,,12,12,100.00,10,23823,23823,100.00,10,66895,66895,100.00,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
Shows_Dogs_DB,ClassID,Class Id,decimal,YES,,12,12,100.00,10,23820,23823,99.99,10,66892,66895,100.00,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
Shows_Dogs_DB,OwnerName,Owner Name,varchar,YES,200,9,12,75.00,10,23821,23823,99.99,10,66625,66895,99.60,10,,Name or label text.,"Human-readable name field. For bilingual columns (Hebrew/English), consider fallbacks and presentation rules in UI. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
Shows_Dogs_DB,OwnerMobile,Owner Mobile,varchar,YES,200,9,12,75.00,10,23819,23823,99.98,10,39752,66895,59.42,9,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
Shows_Dogs_DB,BeitGidulName,Beit Gidul Name,varchar,YES,200,0,12,0.00,1,0,23823,0.00,1,0,66895,0.00,1,,Name or label text.,"Human-readable name field. For bilingual columns (Hebrew/English), consider fallbacks and presentation rules in UI. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
Shows_Dogs_DB,HairID,Hair Id,varchar,YES,200,6,12,50.00,9,13762,23823,57.77,10,56828,66895,84.95,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES. Likely FK; confirm target table via relationship map."
Shows_Dogs_DB,ColorID,Color Id,varchar,YES,200,2,12,16.67,6,20289,23823,85.17,10,63351,66895,94.70,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES. Likely FK; confirm target table via relationship map."
Shows_Dogs_DB,MainArenaID,Main Arena Id,decimal,YES,,0,12,0.00,1,0,23823,0.00,1,43060,66895,64.37,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
Shows_Dogs_DB,ArenaID,Arena Id,decimal,YES,,5,12,41.67,9,22693,23823,95.26,10,65758,66895,98.30,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
Shows_Dogs_DB,ShowBreedID,Show Breed Id,decimal,YES,,0,12,0.00,1,597,23823,2.51,2,597,66895,0.89,1,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"Optional per-show breed link to Shows_Breeds.DataID (sparse post‑2022). Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
Shows_Dogs_DB,MobileNumber,Mobile Number,varchar,YES,200,9,12,75.00,10,23819,23823,99.98,10,62653,66895,93.66,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
Shows_Dogs_DB,OwnerEmail,Owner Email,varchar,YES,200,9,12,75.00,10,23717,23823,99.56,10,42923,66895,64.16,9,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
Shows_Dogs_DB,created_at,Created At,timestamp,YES,,12,12,100.00,10,23823,23823,100.00,10,23835,66895,35.63,8,,Creation timestamp of the record.,"Date/time the row was created. Used for windowing (W1/W2) when available. Ensure timezone consistency and non-nullability assumptions. Type: timestamp, Nullable: YES.",created_at,"Data type: timestamp, Nullable: YES. Primary candidate for windowing (W1/W2) if populated; otherwise fallback to other date columns."
Shows_Dogs_DB,updated_at,Updated At,timestamp,YES,,12,12,100.00,9,23823,23823,100.00,9,24242,66895,36.24,7,,Last modification timestamp.,"Date/time when the row was last updated. Often nullable; not used for windowing. Useful for audit trails but not a presence indicator. Type: timestamp, Nullable: YES.",created_at,"Data type: timestamp, Nullable: YES."
Shows_Dogs_DB,deleted_at,Deleted At,timestamp,YES,,9,12,75.00,8,1063,23823,4.46,1,1072,66895,1.60,1,,Soft delete timestamp.,"Nullable timestamp set when the row is soft-deleted. Presence here indicates deletion; absence does not imply use. Type: timestamp, Nullable: YES.",created_at,"Data type: timestamp, Nullable: YES. Soft-deletion flag; low usage does not imply irrelevance."
Shows_Dogs_DB,new_show_registration_id,New Show Registration Id,decimal,YES,,12,12,100.00,10,23820,23823,99.99,10,23832,66895,35.63,8,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"Newer registration link; primary since 2022 (W2). Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
Shows_Dogs_DB,present,Present,timestamp,YES,,2,12,16.67,5,323,23823,1.36,1,325,66895,0.49,1,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: timestamp, Nullable: YES.",created_at,"Data type: timestamp, Nullable: YES."
shows_payments_info,DataID,Data Id,int,NO,,377,377,100.00,10,20634,20634,100.00,10,21011,21011,100.00,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: int, Nullable: NO.",created_at,"Data type: int, Nullable: NO."
shows_payments_info,ModificationDateTime,Modification Date Time,datetime,YES,,0,377,0.00,1,0,20634,0.00,1,0,21011,0.00,1,,Last modification timestamp.,"Date/time when the row was last updated. Often nullable; not used for windowing. Useful for audit trails but not a presence indicator. Type: datetime, Nullable: YES.",created_at,"Data type: datetime, Nullable: YES."
shows_payments_info,CreationDateTime,Creation Date Time,datetime,YES,,377,377,100.00,10,20634,20634,100.00,10,21011,21011,100.00,10,,Creation timestamp of the record.,"Date/time the row was created. Used for windowing (W1/W2) when available. Ensure timezone consistency and non-nullability assumptions. Type: datetime, Nullable: YES.",created_at,"Data type: datetime, Nullable: YES. Primary candidate for windowing (W1/W2) if populated; otherwise fallback to other date columns."
shows_payments_info,SagirID,Sagir Id,decimal,YES,,377,377,100.00,10,20634,20634,100.00,10,21011,21011,100.00,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"Dog key to DogsDB.SagirID. Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
shows_payments_info,RegistrationID,Registration Id,decimal,YES,,377,377,100.00,10,20634,20634,100.00,10,21011,21011,100.00,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"FK to shows_registration.id. Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
shows_payments_info,DogID,Dog Id,decimal,YES,,377,377,100.00,10,20634,20634,100.00,10,21011,21011,100.00,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
shows_payments_info,PaymentAmount,Payment Amount,decimal,YES,,377,377,100.00,10,20634,20634,100.00,10,21011,21011,100.00,10,,Monetary amount.,"Numeric amount (usually ILS). Verify decimal scale/precision and casting to float in Laravel models to avoid rounding issues. Type: decimal, Nullable: YES.",created_at,"Monetary amount (ILS). Data type: decimal, Nullable: YES."
shows_payments_info,Last4Digits,Last4Digits,varchar,YES,200,377,377,100.00,10,20634,20634,100.00,10,21011,21011,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
shows_payments_info,OwnerSocialID,Owner Social Id,varchar,YES,200,0,377,0.00,1,0,20634,0.00,1,0,21011,0.00,1,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES. Likely FK; confirm target table via relationship map."
shows_payments_info,NameOnCard,Name On Card,varchar,YES,200,377,377,100.00,10,20627,20634,99.97,10,21004,21011,99.97,10,,Name or label text.,"Human-readable name field. For bilingual columns (Hebrew/English), consider fallbacks and presentation rules in UI. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
shows_payments_info,BuyerIP,Buyer Ip,varchar,YES,200,377,377,100.00,10,20634,20634,100.00,10,21011,21011,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
shows_payments_info,PaymentSubject,Payment Subject,varchar,YES,200,377,377,100.00,10,20634,20634,100.00,10,21011,21011,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
shows_payments_info,CartKey,Cart Key,varchar,YES,4000,0,377,0.00,1,0,20634,0.00,1,0,21011,0.00,1,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: varchar(4000), Nullable: YES.",created_at,"Data type: varchar(4000), Nullable: YES."
shows_payments_info,PaymentStatus,Payment Status,varchar,YES,200,377,377,100.00,10,20634,20634,100.00,10,21011,21011,100.00,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
shows_payments_info,created_at,Created At,timestamp,YES,,377,377,100.00,10,20634,20634,100.00,10,21011,21011,100.00,10,,Creation timestamp of the record.,"Date/time the row was created. Used for windowing (W1/W2) when available. Ensure timezone consistency and non-nullability assumptions. Type: timestamp, Nullable: YES.",created_at,"Data type: timestamp, Nullable: YES. Primary candidate for windowing (W1/W2) if populated; otherwise fallback to other date columns."
shows_payments_info,updated_at,Updated At,timestamp,YES,,377,377,100.00,9,20634,20634,100.00,9,21011,21011,100.00,9,,Last modification timestamp.,"Date/time when the row was last updated. Often nullable; not used for windowing. Useful for audit trails but not a presence indicator. Type: timestamp, Nullable: YES.",created_at,"Data type: timestamp, Nullable: YES."
shows_payments_info,deleted_at,Deleted At,timestamp,YES,,0,377,0.00,1,0,20634,0.00,1,0,21011,0.00,1,,Soft delete timestamp.,"Nullable timestamp set when the row is soft-deleted. Presence here indicates deletion; absence does not imply use. Type: timestamp, Nullable: YES.",created_at,"Data type: timestamp, Nullable: YES. Soft-deletion flag; low usage does not imply irrelevance."
shows_registration,id,Id,bigint,NO,,460,460,100.00,10,27849,27849,100.00,10,28309,28309,100.00,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: bigint, Nullable: NO.",created_at,"Data type: bigint, Nullable: NO. Likely FK; confirm target table via relationship map."
shows_registration,ModificationDateTime,Modification Date Time,datetime,YES,,81,460,17.61,5,1423,27849,5.11,2,1504,28309,5.31,2,,Last modification timestamp.,"Date/time when the row was last updated. Often nullable; not used for windowing. Useful for audit trails but not a presence indicator. Type: datetime, Nullable: YES.",created_at,"Data type: datetime, Nullable: YES."
shows_registration,CreationDateTime,Creation Date Time,datetime,YES,,460,460,100.00,10,27849,27849,100.00,10,28309,28309,100.00,10,,Creation timestamp of the record.,"Date/time the row was created. Used for windowing (W1/W2) when available. Ensure timezone consistency and non-nullability assumptions. Type: datetime, Nullable: YES.",created_at,"Data type: datetime, Nullable: YES. Primary candidate for windowing (W1/W2) if populated; otherwise fallback to other date columns."
shows_registration,DogId,Dog Id,decimal,YES,,460,460,100.00,10,27745,27849,99.63,10,28205,28309,99.63,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
shows_registration,DogName,Dog Name,varchar,YES,200,259,460,56.30,9,24054,27849,86.37,10,24313,28309,85.88,10,,Name or label text.,"Human-readable name field. For bilingual columns (Hebrew/English), consider fallbacks and presentation rules in UI. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
shows_registration,BreedID,Breed Id,decimal,YES,,314,460,68.26,10,27745,27849,99.63,10,28059,28309,99.12,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
shows_registration,ColorID,Color Id,decimal,YES,,453,460,98.48,10,24912,27849,89.45,10,25365,28309,89.60,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
shows_registration,HairID,Hair Id,decimal,YES,,452,460,98.26,10,17242,27849,61.91,10,17694,28309,62.50,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
shows_registration,SizeID,Size Id,decimal,YES,,427,460,92.83,10,11096,27849,39.84,9,11523,28309,40.70,9,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
shows_registration,BirthDate,Birth Date,datetime,YES,,437,460,95.00,10,27745,27849,99.63,10,28182,28309,99.55,10,,Date/time value.,"Temporal field; confirm timezone and valid ranges. In legacy data some fields may be sparsely populated. Type: datetime, Nullable: YES.",created_at,"Data type: datetime, Nullable: YES."
shows_registration,GlobalSagirID,Global Sagir Id,varchar,YES,200,0,460,0.00,1,0,27849,0.00,1,0,28309,0.00,1,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES. Likely FK; confirm target table via relationship map."
shows_registration,GenderID,Gender Id,decimal,YES,,378,460,82.17,10,26820,27849,96.31,10,27198,28309,96.08,10,,Identifier or foreign key reference.,"Integer-like column used as a primary key or a foreign key to a related table. Validate referential integrity; in legacy DB, many FKs are implicit (e.g., BreedCode, SagirID). Type: decimal, Nullable: YES.",created_at,"Data type: decimal, Nullable: YES. Likely FK; confirm target table via relationship map."
shows_registration,Owner_Phone,Owner Phone,varchar,YES,200,405,460,88.04,10,26497,27849,95.15,10,26902,28309,95.03,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
shows_registration,Owner_City,Owner City,varchar,YES,200,216,460,46.96,8,25812,27849,92.69,10,26028,28309,91.94,10,,Data field from legacy system.,"Legacy column. See notes for mapping assumptions and quality. Use the usage percentages and grades to decide migration or modeling priority. Type: varchar(200), Nullable: YES.",created_at,"Data type: varchar(200), Nullable: YES."
